"ID","YearStart","YearEnd","Description","LocationAbbr","LocationDesc","DataSource","Class","Topic","Question","Response","Data_Value_Unit","DataValueTypeId","Data_Value_Type","Data_Value","Data_Value_Footnote_Symbol","Data_Value_Footnote","Low_Confidence_Limit","High_Confidence_Limit","Sample_Size","GeoLocation_Lat","GeoLocation_Long","ClassId","TopicId","QuestionId","ResponseId","StratficationCategory1","StratificationCategoryId1","Stratification1","StratificationId1","StratificationCategory2","StratificationCategoryId2","Stratification2","StratificationId2","StratificationCategory3","StratificationCategoryId3","Stratification3","StratificationId3","LocationDisplayOrder","FootnoteSymbol","FootnoteText","URL","FootnoteHeading"
"193287","2020","2020","2020","US","National","BRFSS","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity †","","","VALUE","Value","31.9","","","31.6","32.3","353,841","","","OWS","OWS1","Q036","","Total","OVR","Total","OVERALL","","","","","","","","","0","","","",""
"193315","2020","2020","2020","AL","Alabama","BRFSS","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity †","","","VALUE","Value","39.0","","","37.3","40.8","4,973","32.84057112200048","-86.63186076199969","OWS","OWS1","Q036","","Total","OVR","Total","OVERALL","","","","","","","","","1","","","",""
"193316","2020","2020","2020","AK","Alaska","BRFSS","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity †","","","VALUE","Value","31.9","","","29.4","34.4","3,335","64.84507995700051","-147.72205903599973","OWS","OWS1","Q036","","Total","OVR","Total","OVERALL","","","","","","","","","2","","","",""
"193317","2020","2020","2020","AZ","Arizona","BRFSS","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity †","","","VALUE","Value","30.9","","","29.5","32.3","9,167","34.865970280000454","-111.76381127699972","OWS","OWS1","Q036","","Total","OVR","Total","OVERALL","","","","","","","","","4","","","",""
"193318","2020","2020","2020","AR","Arkansas","BRFSS","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity †","","","VALUE","Value","36.4","","","34.5","38.4","4,696","34.74865012400045","-92.27449074299966","OWS","OWS1","Q036","","Total","OVR","Total","OVERALL","","","","","","","","","5","","","",""
"193319","2020","2020","2020","CA","California","BRFSS","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity †","","","VALUE","Value","30.3","","","28.3","32.2","4,354","37.63864012300047","-120.99999953799971","OWS","OWS1","Q036","","Total","OVR","Total","OVERALL","","","","","","","","","6","","","",""
"193320","2020","2020","2020","CO","Colorado","BRFSS","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity †","","","VALUE","Value","24.2","","","23.1","25.2","9,211","38.843840757000464","-106.13361092099967","OWS","OWS1","Q036","","Total","OVR","Total","OVERALL","","","","","","","","","8","","","",""
"193321","2020","2020","2020","CT","Connecticut","BRFSS","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity †","","","VALUE","Value","29.2","","","27.7","30.8","7,930","41.56266102000046","-72.64984095199964","OWS","OWS1","Q036","","Total","OVR","Total","OVERALL","","","","","","","","","9","","","",""
"193322","2020","2020","2020","DE","Delaware","BRFSS","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity †","","","VALUE","Value","36.5","","","34.3","38.8","3,520","39.008830667000495","-75.57774116799965","OWS","OWS1","Q036","","Total","OVR","Total","OVERALL","","","","","","","","","10","","","",""
"193323","2020","2020","2020","DC","District of Columbia","BRFSS","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity †","","","VALUE","Value","24.3","","","22.3","26.4","3,126","38.89037138500049","-77.03196112699965","OWS","OWS1","Q036","","Total","OVR","Total","OVERALL","","","","","","","","","11","","","",""
